Cl,Cs,Sn
-1.5266084460628075,-3.067570896987878,-2.006354070509469
-1.704943520038362,-3.11086420874523,-0.8497570031414381
-1.4600830384171122,-3.0573729121114055,-2.4259024861365868
-1.559000219146445,-3.208972176047538,-1.5292008738883243
-1.4687597844110247,-3.209753307895494,-2.0690812186049334
-1.7565432540998775,-2.835367450180613,-1.09115211590158
-1.7749704632925756,-2.7458688202852364,-1.1595861205361426
-1.62524831758971,-3.108848959763908,-1.3319587157959947
-1.6680221136436932,-2.926553935267703,-1.4399059884645067
-1.715401026789962,-3.0629276590425714,-0.8828850620371557
-1.504903338482849,-3.222624499607826,-1.8264775107493245
-1.698389432975959,-3.0516564200588907,-1.007497102888535
-1.5958963062946727,-3.1374477396930747,-1.4508732237078839
-1.3805356198566383,-3.482902215714243,-2.0521283902937544
-1.5088277749539794,-3.0266131525859215,-2.194953585966352
-1.5872893446881409,-2.990017586367668,-1.7973752999978903
-1.3587939190242608,-3.717185698584081,-1.7140116295483434
-1.3589254366952028,-3.4202237366859434,-2.3071464473189662
-1.4806301685492085,-3.0704979037283535,-2.2763697221101116
-1.3648709969190556,-3.6978759747148175,-1.716168609918103
-1.1167861689542102,-3.641677148662791,-3.3170752298112274
-0.9378415556451126,-3.8608678347528445,-3.952361537485705
-0.9856776103387311,-3.8620660014959,-3.662948875837883
-1.029923977135803,-3.683018746328725,-3.7555651853898007
-1.110546393469856,-3.700613568921984,-3.2366410421989658
-1.3398953869851846,-3.6231167198837384,-2.0155407791834845
-1.3863014970698284,-3.2717768440543327,-2.4397838703344346
-1.6605617263124468,-3.139260578804807,-1.0592550253777744
-1.4318067437657147,-3.1398287371417473,-2.430648603984287
-1.2492683500129302,-3.430421659849269,-2.9446931210859515
-1.2805919730602204,-3.387783587916308,-2.8420275266681325
-1.297471825634961,-3.4932345495154404,-2.529846488021423
-1.525481005015845,-3.1091478889960293,-1.929964732774943
-1.5105735928115476,-3.4139169053863414,-1.4098711732201037
-1.5583917198489181,-3.0504913402387306,-1.8498135412911
-1.2849267009365284,-3.5036094315986053,-2.5843674720456895
-1.1498546029534293,-3.715043663341574,-2.9719315964583464
-1.0881916153675688,-3.443390303396688,-3.8852162418632803
-1.0812847546941455,-3.7245730858085047,-3.364291841080187
-1.284073355307756,-3.3032893550442464,-2.990127698927042
-1.232966426502989,-3.533971630983534,-2.835404719877068
-0.9772652040630859,-3.86035528715888,-3.716844742165795
-1.2625340272751273,-3.4233688740626276,-2.879204629086053
-1.09108773458135,-3.893907736633538,-2.9668046601068934
-1.089326784614561,-3.91217226873413,-2.9408412957064463
-0.9869671454638702,-4.085826453187658,-3.2076907617035335
-1.0624000116691985,-3.688578551091486,-3.549589368663906
-1.1734335083090137,-3.474222548920218,-3.312100393167552
-1.3812428210051793,-3.1887878947867283,-2.6361138252575373
-1.4697687348822366,-3.363090151466008,-1.7563538286366365
-1.2873961286794748,-3.2886233936686464,-2.999522981447928
-1.4110880200488976,-3.5719702084909457,-1.6906780035867939
-1.303478615595109,-3.76100791343263,-1.9582590204261547
-1.1922490362480769,-3.472832458541283,-3.2019874062910416
-1.2924711206523494,-3.3566190315745676,-2.8330817537988398
-1.4341096464525007,-3.1587742223887942,-2.378940217369477
-1.6108265389322334,-3.091444863030702,-1.453297581207266
-1.525688884281125,-3.128351353220302,-1.8903105287347162
-1.4327005712169751,-3.080179485569625,-2.544584142420968
-1.3032883751406674,-3.7527676214553423,-1.975881047107382
-1.2878684688941597,-3.6181415168092794,-2.337652693878553
-1.3661643496704805,-3.5949014073451138,-1.9143576281489607
-1.4626209523789038,-3.2657472198313413,-1.9939263869259656
-1.2210612396711795,-3.418305068650305,-3.138168965534384
-0.9362649162920496,-3.7479877546681015,-4.187581533773569
-0.9132207286386747,-3.9671340925594194,-3.8875539839111837
-0.8606069572309725,-3.6555622084133326,-4.826380380649571
-0.5999022167060548,-4.117111336058508,-5.467510568508727
